name,street,city,state,zip,phone,website,description,source_url
LocoShop,"600 Foster St., Suite A",Durham,NC,27701,(919) 286-3500,https://www.mylocopops.com/,Order pops & scoops you love plus gifts & groceries from our sundries shop for delivery + pickup.,https://downtowndurham.com/dine-drink/
"LouElla Wine, Beer & Beverage","316 W Geer St., Suite A",Durham,NC,27701,(919) 973-2001,https://www.louelladurham.com/,"Welcome to LouElla Wine, Beer & Beverage, downtown Durham’s neighborhood bottle shop, bar, and event space. We are proudly named after our owner’s Great Aunt LouElla, who exhibited warmth, hospitality, and a generous spirit. Today, we carry on her legacy, welcoming every guest with open arms and a full glass.",https://downtowndurham.com/dine-drink/
Luna Rotisserie & Empanadas,8702 Address 112 W Main St.,Durham,NC,27701,(984) 439-8702,http://www.lunarotisserie.com/,"South American meets American South. Wood-fired rotisserie meats, Andean-inspired braises, empanadas and small plates.",https://downtowndurham.com/dine-drink/
M Kokko,9266 Address 311 Holland St,Durham,NC,27701,(919) 908-9266,https://www.m-restaurants.com/m-kokko,M Kokko is a cozy space for casual chicken dishes with Korean and Japanese influences. Here our team is constantly experimenting and learning with the goal of improving each dish over time. We hope you will join us on this journey to explore different flavors and techniques.,https://downtowndurham.com/dine-drink/
M Pocha,101 E. Chapel Hill St.,Durham,NC,27701,(919) 294-9177,https://www.m-restaurants.com/blank,"Pocha is short for Pojanmacha in Korea. The exact definition of Pojanmacha is “Tented Cart on Wheels” that serves street food with drinks. Over the years, pojanmacha has developed more into a brick and mortar style and has similar feel that of Japanese style Izakaya. It will be a place that we serve food and dishes that we like to eat while drinking. Most will be small tapas style dishes to be sha",https://downtowndurham.com/dine-drink/
M Sushi,9266 Address 311 Holland St.,Durham,NC,27701,(919) 908-9266,https://www.m-restaurants.com/location/m-restaurants-sushi/,"M Sushi is the Triangle’s first sushi restaurant dedicated solely to high-quality seafood. Our menu is small and purposeful, and uses only very special, seasonal seafood received directly from Japan, Korea, and the US. The quality of our dishes is a direct result of our dedication to fresh ingredients, and our emphasis placed on maintaining traditional Japanese cuisine with multiple influences fro",https://downtowndurham.com/dine-drink/
M Tempura,3874 Address 111 Orange St,Durham,NC,27701,(919) 748-3874,https://www.m-restaurants.com/m-tempura,"Our vision for M Tempura is to intensify the traditional tempura omakase style experience. We take exotic and seasonal high quality ingredients and elevate them with delicate frying technique. Our menu will feature select seafood and seasonal vegetables, as well as rich meats like Iberico pork from Spain. We hope to bring you a diverse and unique experience, one bite at a time.",https://downtowndurham.com/dine-drink/
Mango Indian Grill (Durham Food Hall),"530 Foster St., Suite 1",Durham,NC,27701,(336) 676-3982,https://www.mangoindiangrill.com/,"Mango Indian Grill serves up contemporary South Indian-inspired dishes packed with flavor! You will find drool-worthy combo meals, finger foods, side dishes, and more. Gluten-free or Vegan? Don’t sweat. Mango Indian Grill offers several Gluten-free and Vegan options. Not to mention their tasty rose milk and mango lassi that pair perfectly with delish eats.",https://downtowndurham.com/dine-drink/
Mateo Bar de Tapas,8700 Address 107 W. Chapel Hill St,Durham,NC,27701,(919) 530-8700,https://x.com/intent/tweet?text=Mateo%20Bar%20de%20Tapas&url=https://downtowndurham.com/directory/mateo-bar-de-tapas/,"Mateo’s features a menu that blends the flavors of Spain with beloved ingredients and dishes of the South. We offer a casual, yet refined, menu of Spanish small plates with a Southern inflection. Accompanying the food is a robust Spanish wine list as well as one of the largest sherry offerings in the country.",https://downtowndurham.com/dine-drink/
Maverick’s Smokehouse and Taproom,8978 Address 900 W Main St,Durham,NC,27701,(919) 682-8978,https://x.com/intent/tweet?text=Maverick’s%20Smokehouse%20and%20Taproom&url=https://downtowndurham.com/directory/mavericks-smokehouse-and-taproom/,"Maverick’s Smokehouse and Taproom is a downtown Durham restaurant featuring Carolina, Memphis and Texas style BBQ and more.",https://downtowndurham.com/dine-drink/
Mellow Mushroom,"8500 Address 410 Blackwell St, Ste 100",Burlington,NC,27215,(919) 680-8500,http://www.mellowmushroom.com/,"Mellow Mushroom is proud to serve Durham with delicious pizza, hoagies, calzones and salads. Wee use fresh ingredients on all our menu items. Mellow Mushroom is more than just a pizza restaurant; it is where Durham pizza lovers and beer lovers gather.",https://downtowndurham.com/dine-drink/
Ment Beverage Co.,"312 Blackwell St., Suite 103",Durham,NC,27701,(919) 399-3056,https://www.mentbev.com/,"Durham’s premiere meadery, Honeygirl Meadery, is now housed under Ment Beverage Co. All your favorite alcoholic and non-alcoholic beverages in one location at American Tobacco Campus.",https://downtowndurham.com/dine-drink/
Mezcalito Grill and Tequila Bar,704 E Ramseur St.,Durham,NC,27701,(919) 937-9416,https://x.com/intent/tweet?text=Mezcalito%20Grill%20and%20Tequila%20Bar&url=https://downtowndurham.com/directory/mezcalito-grill-and-tequila-bar/,"Mezcalito welcomes you to discover a unique take on Mexican cuisine with a Tex-Mex heart…A fascinating blend of both authentic, and fresh dishes, experiencing the bold flavors, and inspiring aromas that honor our Mexican heritage. Featuring classic favorites like chimichangas, enchiladas, quesadillas; as well as some more adventurous traditional meals such as the Chamorro, Molcajete, Ceviches, or ",https://downtowndurham.com/dine-drink/
Mi Barrio,"105 W Morgan St., Suite 103",Durham,NC,27705,(919) 286-0305,https://x.com/intent/tweet?text=Mi%20Barrio&url=https://downtowndurham.com/directory/mi-barrio/,"We are proud to serve you a variety of deliciously flavored and crafted traditional Mexican coffees , our favorite being Cafe de Olla. Providing alterantives is also important , have a refreshing tea, with agua fresca flavors, tajin and chamoy on the rim always an option. And our favorite for out fit fam, Protein Shakes, and Pre and Post workout drinks to keep you on track with your goals.",https://downtowndurham.com/dine-drink/
Miel Bon Bons,3332 Address 1011 W Main St.,Durham,NC,27701,(919) 360-3332,https://x.com/intent/tweet?text=Miel%20Bon%20Bons&url=https://downtowndurham.com/directory/miel-bon-bons/,Miel Bon Bons Fine Chocolate & Cake Shop is a locally owned boutique-style bakery & chocolate shop committed to great desserts and great people. We ‘re not your typical bakery. Simply we love what we do. We are proud to be regarded as one of Raleigh- Durham -Chapel Hill city’s best dessert cateres. We served delicious 5-star hotel-quality desserts and present it with exquiste design. Our bake shop,https://downtowndurham.com/dine-drink/
MILKLAB (Durham Food Hall),"530 Foster St., Suite 1",Durham,NC,27701,(919) 246-7390,https://www.milklabcafe.com/,"MILKLAB serves organic boba milk tea made fresh with real ingredients. MILKLAB stays true to their core values every step of the way: with only the best quality in their offerings, maximum customer and employee satisfaction, and an inviting, fun atmosphere with amazing aesthetics.",https://downtowndurham.com/dine-drink/
MilkShake Factory,359 Blackwell St.,Durham,NC,27701,(919) 296-4264,https://www.milkshakefactory.com/locations/nc-durham-359-blackwell-street/,"At MilkShake Factory our motto is treat yourself to the simple joys in life. We want each visit to start and end with a smile. Our team in downtown Durham is serving up handspun milkshakes made with homemade ice cream alongside our legacy gourmet chocolate. Enjoy our signature Chocolatier milkshake, dairy free options, chocolate bark varieties and more!",https://downtowndurham.com/dine-drink/
Moe’s Southwest Grill,"4797 Address 359 Blackwell St, Ste 115",Mebane,NC,27302,(919) 973-4797,http://www.moes.com/,"Welcome to Moe’s! We provide fresh, hand-made, customizable Southwestern food in a welcoming environment that rocks!",https://downtowndurham.com/dine-drink/
Mothers & Sons,8247 Address 107 W. Chapel Hill St.,Durham,NC,27701,(919) 294-8247,http://www.mothersandsonsnc.com/,Italian Trattoria located in the heart of downtown Durham. Featuring handmade pasta and wood fired fare by Matt Kelly and Josh DeCarolis of Mateo Tapas.,https://downtowndurham.com/dine-drink/
Mr. Fries Man,1105 W Main St Unit110,Durham,NC,27701,(919) 724-4343,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
NanaSteak,345 Blackwell St,Durham,NC,27701,(919) 282-1183,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Narrative Coffee Company,300 Morris St Ste 101,Durham,NC,27701,(919) 323-7951,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Nautical Bowls,620 Rigsbee Ave,Durham,NC,27701,(984) 250-7821,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Nectar Cafe,620 Foster St,Durham,NC,27701,(919) 797-9977,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Neomonde,3817 Beryl Rd,Raleigh,NC,27607,(919) 828-1628,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Nerra,506 Ramseur St Suite 2,Durham,NC,27701,(919) 246-6146,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
New World Cafe,5900 Duraleigh Rd,Raleigh,NC,27612,(919) 786-0091,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Nikos,"BrightLeaf Square, 905 W Main St Unit 21B",Durham,NC,27701,(919) 908-0189,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Ninth Street Bakery,136 E Chapel Hill St,Durham,NC,27701,(919) 688-5606,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
NYC Halal Eats,1013 W Main St,Durham,NC,27701,(919) 237-1313,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Parker & Otis,324 Blackwell St Bay 4,Durham,NC,27701,(919) 683-3200,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Parts&Labor,723 Rigsbee Ave,Durham,NC,27701,(919) 901-0875,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Patty Boy,530 Foster St,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Peace and Saint,618 Ramseur St #105,Durham,NC,27701,(919) 900-0309,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Pickleback 2,711 Rigsbee Ave,Durham,NC,27701,(919) 797-2154,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Pie Pushers,117A W Main St,Durham,NC,27701,(919) 294-8408,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Pizzeria Toro,105 E Chapel Hill St,Durham,NC,27701,(919) 908-6936,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Pokeworks,122 W Main St,Durham,NC,27701,(919) 973-3372,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Ponysaurus Brewing Co.,219 Hood St,Durham,NC,27701,(919) 908-0204,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Pour Taproom,202 Corcoran St #200,Durham,NC,27701,(919) 251-8985,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Press Coffee & Crepes,133 N Main St,Graham,NC,27253,(336) 395-3645,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Primrose Bar & Lounge,111 W Main St,Durham,NC,27701,(919) 237-3302,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Queenburger,359 Blackwell St Suite 125,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Queeny’s,321 E Chapel Hill St Suite 100,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Remy’s Lounge,347 W Main St,Durham,NC,27701,(919) 748-3014,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Rise Southern Biscuits & Righteous Chickenbreakfast,310 E Main St,Carrboro,NC,27510,(919) 929-5115,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
"Rose’s Noodles, Dumplings & Sweets",121 N Gregson St,Durham,NC,27701,(919) 797-2233,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Rubies on Five Points,347 W Main St Suite B,Durham,NC,27701,(919) 381-4349,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Rue Cler,"Rue Cler, 75007 Paris",France,NC,,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Seraphine,324 Blackwell St Suite 4,Durham,NC,27701,(984) 244-2720,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Sfizio Pizzeria (Durham Food Hall),530 Foster St Suite 1F,Durham,NC,27701,(919) 294-6498,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Shooters II,827 W Morgan St,Durham,NC,27701,(919) 680-0428,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Simons Says Dip This,117 W Parrish St,Durham,NC,27701,(984) 888-5070,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Soif,331 W Main St,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Sol House Wines,905 W Main St #20d,Durham,NC,27701,(919) 213-1660,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Spring Rolls,"Westbrook Shopping Center Food Lion, 3557 S Church St",Burlington,NC,27215,(336) 538-1212,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Sweets by Shayda,105 W Morgan St STE 105,Durham,NC,27701,(919) 908-7470,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Taberna Tapas,325 W Main St,Durham,NC,27701,(919) 797-1457,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Table South at the Marriott,201 Foster St,Durham,NC,27701,(919) 768-6000 ext. 6700,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
TaTaco,620 Foster St Suite B,Durham,NC,27701,(919) 748-3048,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Thai @ Main Street,317 W Main St,Durham,NC,27701,(984) 219-7444,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
ThaiAngle Restaurant,200 N Mangum St STE 101,Durham,NC,27701,(919) 237-1387,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Blue Note Grill,709 Washington St,Durham,NC,27701,(919) 401-1979,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Can Opener,201 S Gregson St,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Daily Beer Bar,108 E Main St Suite 101,Durham,NC,27701,(984) 244-7051,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Federal,914 W Main St,Durham,NC,27701,(919) 680-8611,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Glass Jug Beer Lab,5410 NC-55 V,Durham,NC,27713,(919) 813-0135,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Lenny,555 S Mangum St Floor 11,Durham,NC,27701,(919) 237-3581,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Living Room,1007 W Main St,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Oak House,112 N Williamson Ave,Elon,NC,27244,(336) 350-8116,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Old North Bar,316 W Geer St C,Durham,NC,27701,(919) 748-5105,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Parlour,117 Market St,Durham,NC,27701,(919) 564-7999,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Patio at Unscripted Hotel,202 Corcoran St,Durham,NC,27701,(984) 329-9500,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Pinhook,117 W Main St,Durham,NC,27701,(919) 901-3835,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Restaurant at The Durham Hotel,315 E Chapel Hill St,Durham,NC,27701,(919) 768-8830,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Roof at The Durham Hotel,315 E Chapel Hill St,Durham,NC,27701,(919) 768-8831,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Studio at Unscripted Hotel,202 Corcoran St,Durham,NC,27701,(984) 329-9500,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Tipsy Bull,7393 US Hwy 87 E,China Grove,NC,78263,(210) 648-0208,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Velvet Hippo Bar & Lounge,119 Orange St 3rd Floor,Durham,NC,27701,(919) 294-4447,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Waiting Room,300 Blackwell St #100,Durham,NC,27701,(919) 294-6130,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
The Wine Feed,307 S Roxboro St,Durham,NC,27701,(919) 748-4115,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Timber Pizza,501 Washington St H,Durham,NC,27701,(984) 260-3025,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Toast,345 W Main St,Durham,NC,27701,(919) 683-2183,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Tobacco Road Sports Cafe,280 S Mangum St #100,Durham,NC,27701,(919) 937-9909,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Torero’s Mexican Restaurant,604 Fernway Ave,Durham,NC,27701,(919) 682-4197,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Two Roosters,800 Taylor St Suite 9-100,Durham,NC,27701,(919) 229-0491,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Vessel Coffee House & Art Cafe,506 N Mangum St #102,Durham,NC,27701,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Viceroy,335 W Main St,Durham,NC,27701,(919) 797-0413,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Vida Dulce,836 E Chatham St #104,Cary,NC,27511,(919) 378-9722,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Weldon Mills Distillery,100 Rockfish Dr,Weldon,NC,27890,(252) 220-4235,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
West End Billiards,601 W Main St Suite A,Durham,NC,27701,(919) 717-3915,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
West End Social,601 W Main St Suite E,Durham,NC,27701,(919) 381-4228,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
WXYZ Bar at the Aloft Hotel,2104 Hillsborough St,Raleigh,NC,27607,(919) 828-9990,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Yaya Tea,157 E Franklin St,Chapel Hill,NC,27514,(919) 914-6302,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Yonderlust Cafe,109 N Gregson St,Durham,NC,27701,(919) 560-3444,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Zweli’s,407 Chapel Dr,Durham,NC,27710,,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
Zweli’s Ekhaya,406 Blackwell St Suite 100,Durham,NC,27701,(919) 381-4128,https://developers.cloudflare.com/support/troubleshooting/http-status-codes/cloudflare-1xxx-errors/error-1015/,,https://downtowndurham.com/dine-drink/
